CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
495;5;1;A;1;0;722;
495;5;2;A;3;0;723;1
495;5;3;A;7;0;724;2
495;5;7;A;8;0;1291;3
495;5;6;A;8;0;1280;3
495;5;8;A;8;0;1308;3
495;5;4;A;8;0;4;3
495;5;9;A;8;0;1311;3
495;5;5;A;8;0;1269;3
