event_code, primary_location, direction, extent, diversion_advice, ltn, rds_cc, length_route_affected, speed_limit_advice, quantifier, supplementary_info, additional_event, detailed_diversion_instructions, destinations, cross_linkage_to_source_problem, start_unix_time, stop_unix_time, iso_cc, latitude, longitude, activate_unix_time, expire_unix_time, geocoded_location_list, iid, duration, control_code, separator, information_category
2049,47,0,1,0,32,12,65535,60,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.89347,116.46147,1382713200,1382715000, ,0x5b2c3079b1925708caffc1738f18c6d3,1,65535,255,218
2049,48,1,1,0,32,12,65535,61,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.86276,116.45468,1382713200,1382715000, ,0xbab301eeb924f19d0e637bd0c6161f20,1,65535,255,218
2049,48,0,1,0,32,12,65535,58,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.86276,116.45468,1382713200,1382715000, ,0x3191b1217dfe480eb7861f6612644ac7,1,65535,255,218
2049,49,1,1,0,32,12,65535,68,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.8575,116.42219,1382713200,1382715000, ,0xb4398f11ab6929a7441da0dedeeca408,1,65535,255,218
2049,49,0,1,0,32,12,65535,64,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.8575,116.42219,1382713200,1382715000, ,0xc5bd9270795ad946e1c3db664ea933f1,1,65535,255,218
2049,50,1,1,0,32,12,65535,61,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.85701,116.40011,1382713200,1382715000, ,0xe1b1b894159037bfe29b74c3a5615fe6,1,65535,255,218
2049,50,0,1,0,32,12,65535,63,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.85701,116.40011,1382713200,1382715000, ,0x3c51754c527a6a293427ba7285a78c9d,1,65535,255,218
2049,51,1,1,0,32,12,65535,68,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.84986,116.34647,1382713200,1382715000, ,0xc8670d2d42325b5362e186fecb4b20b0,1,65535,255,218
2049,51,0,1,0,32,12,65535,68,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.84986,116.34647,1382713200,1382715000, ,0x21bf7a380110d14fb14931013e4cefea,1,65535,255,218
2049,52,1,1,0,32,12,65535,66,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.86734,116.31245,1382713200,1382715000, ,0xfd2a64f79a3bea8aa1ccca7edd40f415,1,65535,255,218
2049,52,0,1,0,32,12,65535,66,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.86734,116.31245,1382713200,1382715000, ,0xf50e33d41801123425a405063b137847,1,65535,255,218
2049,53,1,1,0,32,12,65535,62,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.88478,116.31074,1382713200,1382715000, ,0x06538d17b3d39fa8580c6ea37e38ba1e,1,65535,255,218
2050,53,0,1,0,32,12,65535,56,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.88478,116.31074,1382713200,1382715000, ,0x9e21bfdd7b96d5efec8b88cad976590d,1,65535,255,218
2049,54,1,1,0,32,12,65535,63,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.897,116.31033,1382713200,1382715000, ,0xd503df253a5672b8bd831ea075ee9863,1,65535,255,218
2049,54,0,1,0,32,12,65535,60,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.897,116.31033,1382713200,1382715000, ,0x041dbc99c1670f5d184c9136cbaab210,1,65535,255,218
2049,55,1,1,0,32,12,65535,61,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90755,116.31028,1382713200,1382715000, ,0xc05e6ccbb029160af6c9c832b8d36506,1,65535,255,218
2049,55,0,1,0,32,12,65535,58,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90755,116.31028,1382713200,1382715000, ,0x7e1a089407c1cf64ed58a5a55c00aaba,1,65535,255,218
2049,56,1,1,0,32,12,65535,64,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.94214,116.31022,1382713200,1382715000, ,0xd160e76a9d47c2706798147175d3a832,1,65535,255,218
2049,56,0,1,0,32,12,65535,61,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.94214,116.31022,1382713200,1382715000, ,0x805a8a446af1b2187a2cdabdbac54282,1,65535,255,218
2050,59,1,1,0,32,12,65535,40,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90756,116.21111,1382713200,1382715000, ,0xe00fdf57c96c6c439aef31e6b3697eff,1,65535,255,218
2050,59,0,1,0,32,12,65535,30,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90756,116.21111,1382713200,1382715000, ,0xce089a004934fc0937b0b74639cac5c9,1,65535,255,218
2050,60,1,1,0,32,12,65535,39,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90748,116.2741,1382713200,1382715000, ,0xe095d922c9fb0666a3609078d71333f0,1,65535,255,218
2050,60,0,1,0,32,12,65535,40,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90748,116.2741,1382713200,1382715000, ,0x4a01143d8f261b4b8b8a4abfc1a3432a,1,65535,255,218
2050,62,1,1,0,32,12,65535,39,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,40.04554,116.41209,1382713200,1382715000, ,0x03f92616fb8c77759eecb472094e10e2,1,65535,255,218
2049,63,1,1,0,32,12,65535,53,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90755,116.31028,1382713200,1382715000, ,0x33d8b1722036759cf5435a1824efb13b,1,65535,255,218
2049,63,0,1,0,32,12,65535,51,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90755,116.31028,1382713200,1382715000, ,0x8a0a4b2477742c5a5a339991acd90681,1,65535,255,218
2049,68,1,1,0,32,12,65535,32,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.98319,116.41022,1382713200,1382715000, ,0x030828d64fd29e782a38c87e190f332f,1,65535,255,218
2049,68,0,1,0,32,12,65535,28,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.98319,116.41022,1382713200,1382715000, ,0x4c31b1138cc7b4516744e3d6a8dfbced,1,65535,255,218
2049,69,0,1,0,32,12,65535,44,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90725,116.37406,1382713200,1382715000, ,0x360b5ee70b0184b09d393c404d7a9039,1,65535,255,218
2049,73,1,1,0,32,12,65535,49,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90744,116.39173,1382713200,1382715000, ,0x7099059ff7bc0992a7d6bb66389d468b,1,65535,255,218
2049,73,0,1,0,32,12,65535,45,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90744,116.39173,1382713200,1382715000, ,0x8c6da0a3a544bc6be82db51cdb92df87,1,65535,255,218
2049,74,1,1,0,32,12,65535,47,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90767,116.39572,1382713200,1382715000, ,0xf03374390e5c43ef6ba288d6f7f0a5d9,1,65535,255,218
2050,76,1,1,0,32,12,65535,38,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90784,116.40333,1382713200,1382715000, ,0x3fbbc05fdb50028ab184e9c3b29bd9b5,1,65535,255,218
2050,76,0,1,0,32,12,65535,37,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90784,116.40333,1382713200,1382715000, ,0xead94f117e8ed9937e7c888b94887c85,1,65535,255,218
2049,77,1,1,0,32,12,65535,58,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90642,116.63071,1382713200,1382715000, ,0xc2e93341c3878420244331e74f8a9b26,1,65535,255,218
2049,77,0,1,0,32,12,65535,55,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90642,116.63071,1382713200,1382715000, ,0xcdbe96cc02151621a5214ad40836a05d,1,65535,255,218
2049,78,1,1,0,32,12,65535,56,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90827,116.41811,1382713200,1382715000, ,0x9e7a492b5b6359b9c72445bc79b1e9c7,1,65535,255,218
2049,80,1,1,0,32,12,65535,48,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90853,116.44381,1382713200,1382715000, ,0x973dea01672d2b6e5d5abb499580bcb9,1,65535,255,218
2049,80,0,1,0,32,12,65535,45,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90853,116.44381,1382713200,1382715000, ,0xdfcb5eaf65cd123257c7caa999a0b4fa,1,65535,255,218
2049,82,1,1,0,32,12,65535,51,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90834,116.46175,1382713200,1382715000, ,0xa55b0a41e9027fb28ca46871952da43f,1,65535,255,218
2049,83,1,1,0,32,12,65535,58,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90818,116.48258,1382713200,1382715000, ,0x5a8ad1fc40017cd0b58307911db42509,1,65535,255,218
2049,83,0,1,0,32,12,65535,66,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90818,116.48258,1382713200,1382715000, ,0xcdcf476b99c781496faab06c564ca908,1,65535,255,218
2050,84,1,1,0,32,12,65535,49,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90814,116.48978,1382713200,1382715000, ,0x5ee2b8e3a4023421c976f8a5c75df61b,1,65535,255,218
2049,84,0,1,0,32,12,65535,68,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.90814,116.48978,1382713200,1382715000, ,0xd4f7d984b6b7e59142255c73b63f2b4f,1,65535,255,218
2049,86,1,1,0,32,12,65535,66,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.83112,116.34583,1382713200,1382715000, ,0x35451306a20dc7e57628b4c9d35f46ea,1,65535,255,218
2049,86,0,1,0,32,12,65535,69,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.83112,116.34583,1382713200,1382715000, ,0x198486fc6b2232b5190cb1a04d66a696,1,65535,255,218
2049,87,1,1,0,32,12,65535,67,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.84986,116.34647,1382713200,1382715000, ,0x69fa0eb03f5f99c6b5ec72dd6435f39c,1,65535,255,218
2049,87,0,1,0,32,12,65535,62,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.84986,116.34647,1382713200,1382715000, ,0x7bd7ffcf44a625d6a498216f2fefdd15,1,65535,255,218
2049,89,0,1,0,32,12,65535,42,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.84986,116.34647,1382713200,1382715000, ,0x29e535368b73b49d05377b4ad2f54f12,1,65535,255,218
2049,90,1,1,0,32,12,65535,40,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.86808,116.3485,1382713200,1382715000, ,0x8dd6b07baf5b36bf1828f384bb141f16,1,65535,255,218
2049,92,0,1,0,32,12,65535,61,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.9407,116.35556,1382713200,1382715000, ,0x9982f8e8913cff69231d8ae80d4bc318,1,65535,255,218
2049,93,1,1,0,32,12,65535,55,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.9495,116.433,1382713200,1382715000, ,0x64e53a61022da43fb54910e189f349f2,1,65535,255,218
2049,93,0,1,0,32,12,65535,55,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.9495,116.433,1382713200,1382715000, ,0x71332e5108c34f0f56c70c9e2cb5465e,1,65535,255,218
2049,94,1,1,0,32,12,65535,58,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.95803,116.35495,1382713200,1382715000, ,0x6647b1c8e8b2b28211e9b41ac36c7d9f,1,65535,255,218
2049,94,0,1,0,32,12,65535,61,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.95803,116.35495,1382713200,1382715000, ,0x7a03430e30aceebe216fdab4d4d0e7de,1,65535,255,218
2049,95,1,1,0,32,12,65535,55,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.96768,116.354,1382713200,1382715000, ,0xa4d6f1d270a364289b043da55f1bdc42,1,65535,255,218
2049,95,0,1,0,32,12,65535,55,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.96768,116.354,1382713200,1382715000, ,0xb812ba9b82df8c3c1a331bdf4907d8b3,1,65535,255,218
2049,96,1,1,0,32,12,65535,60,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,39.97652,116.35388,1382713200,1382715000, ,0x86d5a76c546302b3ec3b3ba1b3518ab6,1,65535,255,218
