event_code, primary_location, direction, extent, diversion_advice, ltn, rds_cc, length_route_affected, speed_limit_advice, quantifier, supplementary_info, additional_event, detailed_diversion_instructions, destinations, cross_linkage_to_source_problem, start_unix_time, stop_unix_time, iso_cc, latitude, longitude, activate_unix_time, expire_unix_time, geocoded_location_list, iid, duration, control_code, separator, information_category
2050,12565,1,1,0,10,12,65535,31,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.13279,119.65303,1392188400,1392190200, ,0xed6be5fb66402f11dd0597a0c715ec62,1,65535,255,218
2050,12566,0,1,0,10,12,65535,39,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.13675,119.65147,1392188400,1392190200, ,0x55e2e48f928e6647bbf1ab85908c6988,1,65535,255,218
2049,12572,1,1,0,10,12,65535,35,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.05669,119.6799,1392188400,1392190200, ,0x26a2a1863c4ce8452d3d3e020a8e9808,1,65535,255,218
2050,12573,1,1,0,10,12,65535,35,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.06152,119.67943,1392188400,1392190200, ,0x4d450204867ebde9bd5423aa8704afc4,1,65535,255,218
2049,12573,0,1,0,10,12,65535,30,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.06152,119.67943,1392188400,1392190200, ,0xea3b0501f8b67c57f167025fbaa95a61,1,65535,255,218
2050,12574,0,1,0,10,12,65535,33,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.07098,119.67811,1392188400,1392190200, ,0x8016a87982ed2c1af740baa7dcdffa1c,1,65535,255,218
2050,12576,1,1,0,10,12,65535,43,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.10002,119.66789,1392188400,1392190200, ,0xecf6bce243704da7547f9826e431ebdc,1,65535,255,218
2049,12577,1,1,0,10,12,65535,49,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.10264,119.66739,1392188400,1392190200, ,0x3b1260f2229522762700be32bfc30bd6,1,65535,255,218
2050,12577,0,1,0,10,12,65535,40,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.10264,119.66739,1392188400,1392190200, ,0x035ac8ccdffb0569ce9d57b9a69e9710,1,65535,255,218
2050,12578,1,1,0,10,12,65535,55,65535,65535,65535,4294967295,4294967295,4294967295,0,0,CN,29.10726,119.66637,1392188400,1392190200, ,0x12c893712460f3ac2d2836f8b68bfbfe,1,65535,255,218
