CID;LID;CLASS;TCD;STCD;STRANSLATION
512;1;A;1;0;大洲
512;1;A;3;0;国家
512;1;A;7;0;一级区域
512;1;A;8;0;二级区域
512;1;L;1;1;高速
512;1;P;1;3;高速公路节点
512;1;P;3;8;泊车区
512;1;P;3;3;服务区
512;1;P;1;1;高速公路立交
