CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
517;27;1;A;1;0;481;
517;27;2;A;3;0;482;1
517;27;3;A;7;0;483;2
517;27;6;A;8;0;882;3
517;27;7;A;8;0;892;3
517;27;4;A;8;0;4;3
517;27;5;A;8;0;883;3
