CID;LID;NID;NTRANSLATION
59;3;961;Songhu Rd
59;2;963;guo fan lu
59;3;963;Guofan Rd
59;2;964;tai he lu
59;3;964;Taihe Rd
59;2;971;huang ni tang qiao
59;3;971;Huangnitang Brg
59;2;972;hua cheng lu
59;3;972;Huacheng Rd
59;2;973;tai he xi lu
59;3;973;Taihe Rd (W)
59;2;978;tang qiao xin lu
59;3;978;Tangqiaoxin Rd
59;2;988;dong xin min lu
59;3;988;Dongxinmin Rd
59;2;1014;song pu lu
59;3;1014;Songpu Rd
59;2;1032;hong mei nan lu ru kou
59;3;1032;Hongmei Rd (S) Entrance Ramp
59;2;1050;huan dong yi da dao
59;3;1050;Huandongyi Blvd
59;2;1090;yun chuan lu li jiao
59;3;1090;Yunchuan Rd Jct
59;2;1116;hu jia gao su gong lu bei ce
59;3;1116;Hujia Hwy N
59;2;1120;jing hu gao su gong lu bei ce
59;3;1120;Jinghu Hwy N
59;2;1122;jing hu gao su gong lu nan ce
59;3;1122;Jinghu Hwy S
59;2;1130;huan xi yi da dao
59;3;1130;Huanxiyi Blvd
59;2;1164;tong ji lu li jiao
59;3;1164;Tongji Rd Jct
59;2;1193;wen shui dong lu
59;3;1193;Wenshui Rd (E)
59;2;1203;wu lu mu qi zhong lu
59;3;1203;Wulumuqi Rd (M)
59;2;1242;bei su zhou lu
59;3;1242;N Suzhou Rd
59;2;1260;xin feng jin gao su
59;3;1260;Xinfengjin Hwy
59;2;1270;xin jin qiao lu
59;3;1270;Xinjinqiao Rd
59;2;1272;jin sui lu
59;3;1272;Jinsui Rd
59;2;1305;yan dong li jiao (gong he xin lu fang xiang)
59;3;1305;Yandong Jct (Gonghexinlufangxiang)
59;2;1307;yan dong li jiao (lu pu da qiao fang xiang)
59;3;1307;Yandong Jct (Lupudaqiaofangxiang)
59;2;1311;yan xi li jiao (nan pu da qiao fang xiang)
59;3;1311;Yanxi Jct (Nanpudaqiaofangxiang)
59;2;1313;yan xi li jiao (yang pu da qiao fang xiang)
59;3;1313;Yanxi Jct (Yangpudaqiaofangxiang)
59;2;1315;nei huan gao jia lu wai ce
59;3;1315;Inner Ring Viad Outside
59;2;1321;hong qiao guo ji ji chang
59;3;1321;Hongqiaoguojijichang
59;2;1323;yan an gao jia nei ce
59;3;1323;Yan'an Viad Inside
59;2;1324;yan an gao jia ru kou
59;3;1324;Yan'an Viad Entrance Ramp
59;2;1326;fu jian lu
59;3;1326;Fujian Rd
59;2;1347;yan an xi gao jia nan ce
59;3;1347;Yan'an W Viad S
59;2;1350;yan an gao jia lu nan ce
59;3;1350;Yan'an Viad S
59;2;1380;wei si lu
59;3;1380;Weisi Rd
59;2;1381;yang gao lu
59;3;1381;Yanggao Rd
59;2;1390;yang gao nan lu li jiao
59;3;1390;Yanggao Rd (S) Jct
59;2;1413;yin gao lu
59;3;1413;Yin'gao Rd
59;2;1421;yi xian gao jia lu dong ce
59;3;1421;Yixian Viad E
59;2;1430;da bai shu li jiao bei ce (guo ding lu fang xiang)
59;3;1430;Dabaishu Jct N (Guodinglufangxiang)
59;2;1454;kong gang san lu
59;3;1454;Konggangsan Rd
59;2;1471;bo shan dong lu
59;3;1471;Boshan Rd (E)
59;2;1474;gong fu lu
59;3;1474;Gongfu Rd
59;2;1500;bao an gong lu
59;3;1500;Baoan Hwy
59;2;1521;zhong huan hu jia li jiao
59;3;1521;Middle Ring Hujia Jct
59;2;1532;zhong huan lu nei quan
59;3;1532;Middle Ring Rd Inside Ring
59;2;1539;da bai shu li jiao (chang zhong lu fang xiang)
59;3;1539;Dabaishu Jct (Changzhonglufangxiang)
59;2;1563;zhong huan gong he li jiao (lin fen lu fang xiang)
59;3;1563;Middle Ring Gonghe Jct (Linfenlufangxiang)
59;2;1567;zhong huan wu ning lu li jiao
59;3;1567;Middle Ring Wuning Rd Jct
59;2;1568;zhong huan nei quan
