CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
506;16;1;A;1;0;2109;
506;16;2;A;3;0;2107;1
506;16;3;A;7;0;2110;2
506;16;4;A;8;0;1364;3
506;16;6;A;8;0;1304;3
506;16;7;A;8;0;1312;3
506;16;9;A;8;0;1333;3
506;16;5;A;8;0;1292;3
506;16;8;A;8;0;1325;3
