CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
510;20;1;A;1;0;988;
510;20;2;A;3;0;989;1
510;20;3;A;7;0;990;2
510;20;5;A;8;0;588;3
510;20;4;A;8;0;991;3
