CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
518;28;1;A;1;0;1852;
518;28;2;A;3;0;1853;1
518;28;1462;A;7;0;3283;2
518;28;3;A;8;0;3284;1462
