CID;LID;NID;NTRANSLATION
513;2;969;ying men kou lu
513;3;969;Yingmenkou Rd
513;2;970;cheng du rao cheng gao su gong lu bei duan
513;3;970;Chengduraocheng Hwy North Sect
513;2;973;cheng du rao cheng gao su gong lu dong duan
513;3;973;Chengduraocheng Hwy East Sect
513;2;976;cheng du rao cheng gao su gong lu nan duan
513;3;976;Chengduraocheng Hwy South Sect
513;2;979;cheng du rao cheng gao su gong lu xi duan
513;3;979;Chengduraocheng Hwy West Sect
513;2;982;bei san huan fu lu
513;3;982;N 3rd Ring Side Rd
513;2;985;dong san huan fu lu
513;3;985;E 3rd Ring Side Rd
513;2;988;nan san huan fu lu
513;3;988;S 3rd Ring Side Rd
513;2;991;xi san huan fu lu
513;3;991;W 3rd Ring Side Rd
513;2;994;san huan lu bei duan
513;3;994;3rd Ring North Sect
513;2;997;san huan lu dong duan
513;3;997;3rd Ring East Sect
513;2;1000;san huan lu nan duan
513;3;1000;3rd Ring South Sect
513;2;1003;san huan lu xi duan
513;3;1003;3rd Ring West Sect
513;2;1006;yi huan lu bei duan
513;3;1006;1st Ring North Sect
513;2;1009;yi huan lu dong duan
513;3;1009;1st Ring Dongduan
513;2;1011;hong wa si jie
513;3;1011;Hongwasi St
513;2;1012;yi huan lu nan duan
513;3;1012;1st Ring South Sect
513;2;1014;ran deng si dong jie
513;3;1014;Randengsi East St
513;2;1015;yi huan lu xi duan
513;3;1015;1st Ring Xiduan
513;2;1019;xiong mao da dao
513;3;1019;Xiongmao Blvd
513;2;1028;hua jin da dao yi duan
513;3;1028;Huajindadaoyiduan
513;2;1037;ren he lu
513;3;1037;Renhe Rd
513;2;1041;tian he lu
513;3;1041;Tianhe Rd
513;2;1042;heng shan bei jie
513;3;1042;Hengshan North St
513;2;1046;wang cong dong lu
513;3;1046;Wangcong East Rd
513;2;1048;cheng guan gao su gong lu
513;3;1048;Chengguan Hwy
513;2;1056;pu tang lu
513;3;1056;Putang Rd
513;2;1061;dong hong lu
513;3;1061;Donghong Rd
513;2;1062;hong he da dao zhong lu
513;3;1062;Honghe Blvd Middle Rd
513;2;1067;gan yan tang
513;3;1067;Ganyantang
513;2;1070;bei xin da dao
513;3;1070;Beixin Blvd
513;2;1095;dong sheng lu
513;3;1095;Dongsheng Rd
513;2;1096;tian ban lu
513;3;1096;Tianban Rd
513;2;1106;tian xian qiao nan lu
513;3;1106;Tianxianqiao South Rd
513;2;1125;gan tong lu
513;3;1125;Gantong Rd
513;2;1126;jin xing bei lu
513;3;1126;Jinxing North Rd
513;2;1130;zao jun miao jie
513;3;1130;Zaojunmiao St
513;2;1135;zi yun lu
513;3;1135;Ziyun Rd
513;2;1136;jin fu lu
513;3;1136;Jinfu Rd
513;2;1146;guo jie lou jie
513;3;1146;Guojielou St
513;2;1151;luan shi yao
513;3;1151;Luanshiyao
513;2;1152;G213
513;3;1152;G213
513;2;1161;er xian qiao dong er lu
513;3;1161;Erxianqiaodonger Rd
513;2;1164;er xian qiao bei er lu
513;3;1164;Erxianqiaobeier Rd
513;2;1168;hong yan lu
513;3;1168;Hongyan Rd
513;2;1176;shu wang da dao bei duan
513;3;1176;Shuwang Blvd North Sect
513;2;1177;nan jie
513;3;1177;Nanjie
513;2;1180;xin du da dao
513;3;1180;Xindu Blvd
513;2;1181;hong yang lu
513;3;1181;Hongyang Rd
513;2;1186;cheng du fu wu qu
513;3;1186;Chengdu Service Area
513;2;1191;huai bai lu
513;3;1191;Huaibai Rd
513;2;1192;huai kou fu wu qu
513;3;1192;Huaikou Service Area
513;2;1197;xin fan chu ru kou
513;3;1197;Xinfanchurukou
513;2;1199;nan feng da dao
513;3;1199;Nanfeng Blvd
513;2;1202;wen hua jie
513;3;1202;Wenhua St
513;2;1203;hua mei jie
513;3;1203;Huamei St
513;2;1204;hua mei lu
513;3;1204;Huamei Rd
513;2;1207;wen sheng lu
513;3;1207;Wensheng Rd
513;2;1208;ju long lu
513;3;1208;Julong Rd
513;2;1214;tian xing da dao
513;3;1214;Tianxing Blvd
513;2;1217;xi ling da dao
513;3;1217;Xiling Blvd
513;2;1219;shi ji da dao
513;3;1219;Shiji Blvd
513;2;1227;chao yang da dao
513;3;1227;Chaoyang Blvd
513;2;1229;qiong lai shou fei zhan
513;3;1229;Qionglai Tollgate
513;2;1230;cheng le gao su gong lu
513;3;1230;Chengle Hwy
513;2;1234;fu wu qu
513;3;1234;Service Area
513;2;1242;gao dong shui guo shi chang ting che qu
513;3;1242;Gaodong Fruits Market Parking Area
513;2;1260;tian shun bei jie
513;3;1260;Tianshun North St
513;2;1264;jiu xing da dao
513;3;1264;Jiuxing Blvd
513;2;1275;shu yuan nan jie
513;3;1275;Shuyuan South St
513;2;1282;huang jing lu
513;3;1282;Huangjing Rd
513;2;1287;fang lin lu
513;3;1287;Fanglin Rd
513;2;1290;zi teng lu
513;3;1290;Ziteng Rd
513;2;1291;shuang yuan jie
513;3;1291;Shuangyuan St
513;2;1292;da shi nan lu
513;3;1292;Dashi South Rd
513;2;1298;gu lou bei si jie
513;3;1298;Guloubeisi St
513;2;1307;gui hua xiang
513;3;1307;Guihua Ln
513;2;1318;dong feng lu bei yi xiang
513;3;1318;Dongfenglubeiyi Ln
513;2;1321;dong hua zheng jie
513;3;1321;Donghuazheng St
513;2;1322;dong yu he yan jie
513;3;1322;Dongyuheyan St
513;2;1335;quan shui xi lu
513;3;1335;Quanshui West Rd
513;2;1337;quan shui dong lu
513;3;1337;Quanshui East Rd
513;2;1338;wang jia lu
513;3;1338;Wangjia Rd
513;2;1341;sha wan lu
513;3;1341;Shawan Rd
513;2;1342;jiu li di nan lu
513;3;1342;Jiulidi South Rd
513;2;1347;san you lu
513;3;1347;Sanyou Rd
513;2;1351;jian she lu
513;3;1351;Jianshe Rd
513;2;1353;shuang qing lu
513;3;1353;Shuangqing Rd
513;2;1354;shuang gui lu
513;3;1354;Shuanggui Rd
513;2;1356;lian gui dong lu
513;3;1356;Liangui East Rd
513;2;1357;jing ju si lu
513;3;1357;Jingjusi Rd
513;2;1360;gao pan lu
513;3;1360;Gaopan Rd
513;2;1362;ke hua zhong lu
513;3;1362;Kehua Middle Rd
513;2;1363;xin xi wang lu
513;3;1363;Xinxiwang Rd
513;2;1365;xin guang lu
513;3;1365;Xinguang Rd
513;2;1366;fang cao jie
513;3;1366;Fangcao St
513;2;1368;gao peng da dao
513;3;1368;Gaopeng Blvd
513;2;1369;jia ling lu
513;3;1369;Jialing Rd
513;2;1371;shuang nan lu
513;3;1371;Shuangnan Rd
513;2;1373;qing hua lu
513;3;1373;Qinghua Rd
513;2;1375;luo jia nian jie
513;3;1375;Luojianian St
513;2;1376;qing xi dong lu
513;3;1376;Qingxi East Rd
513;2;1377;fu qin xi lu
513;3;1377;Fuqin West Rd
513;2;1381;di kan lu
513;3;1381;Dikan Rd
513;2;1388;fang hua jie
513;3;1388;Fanghua St
513;2;1390;jin qin lu
513;3;1390;Jinqin Rd
513;2;1399;hua you lu
513;3;1399;Huayou Rd
513;2;1405;xing hui dong lu
513;3;1405;Xinghui East Rd
513;2;1406;shi you lu
513;3;1406;Shiyou Rd
513;2;1409;chang rong lu
513;3;1409;Changrong Rd
513;2;1410;hang kong lu
513;3;1410;Hangkong Rd
513;2;1413;guang fu qiao bei jie
513;3;1413;Guangfuqiao North St
513;2;1414;qi dao yan jie
513;3;1414;Qidaoyan St
513;2;1419;jia yuan nan jie
513;3;1419;Jiayuan South St
513;2;1424;tu long lu
513;3;1424;Tulong Rd
513;2;1439;qing yun xi jie
513;3;1439;Qingyun West St
513;2;1445;wang jia ba jie
513;3;1445;Wangjiaba St
513;2;1446;long wang miao zheng jie
513;3;1446;Longwangmiaozheng St
513;2;1449;zhao zhong ci jie
513;3;1449;Zhaozhongci St
513;2;1474;zhong tong ren lu
513;3;1474;Zhongtongren Rd
513;2;1477;shu xin lu
513;3;1477;Shuxin Rd
513;2;1482;chang shou nan lu
513;3;1482;Changshou South Rd
513;2;1483;ke hua nan lu
513;3;1483;Kehua South Rd
513;2;1486;zi rui da dao
513;3;1486;Zirui Blvd
513;2;1490;ji chang lu chang le yi duan
513;3;1490;Jichangluchangleyiduan
513;2;1501;sheng shi lu
513;3;1501;Shengshi Rd
513;2;1506;xiu yuan lu
513;3;1506;Xiuyuan Rd
513;2;1509;shuang jian lu
513;3;1509;Shuangjian Rd
513;2;1510;sheng deng lu
513;3;1510;Shengdeng Rd
513;2;1513;meng zhui wan jie
513;3;1513;Mengzhuiwan St
513;2;1518;qian xiang jie
513;3;1518;Qianxiang St
513;2;1524;yin he lu
513;3;1524;Yinhe Rd
513;2;1525;xing he lu
513;3;1525;Xinghe Rd
513;2;1529;zhang jia xiang
513;3;1529;Zhangjia Ln
513;2;1532;ping fu lu
513;3;1532;Pingfu Rd
513;2;1533;hong hua dong lu
513;3;1533;Honghua East Rd
513;2;1534;er huan lu bei si duan
513;3;1534;2nd Ring Beisiduan
513;2;1549;jin ke zhong lu
513;3;1549;Jinke Middle Rd
513;2;1554;ying bin da dao
513;3;1554;Yingbin Blvd
513;2;1559;jin zhou lu
513;3;1559;Jinzhou Rd
513;2;1565;jin qing lu
513;3;1565;Jinqing Rd
513;2;1568;hong ji dong lu
513;3;1568;Hongji East Rd
513;2;1569;hai jiao shi jie
513;3;1569;Haijiaoshi St
513;2;1572;jing tian lu
513;3;1572;Jingtian Rd
513;2;1573;chen hui dong lu
513;3;1573;Chenhui East Rd
513;2;1574;chen hui lu
513;3;1574;Chenhui Rd
513;2;1577;dong yi jie
513;3;1577;Dongyi St
513;2;1578;dong guang jie
513;3;1578;Dongguang St
513;2;1579;bei shun jie
513;3;1579;Beishun St
513;2;1590;jin yan lu
513;3;1590;Jinyan Rd
513;2;1593;ci ba dian jie
513;3;1593;Cibadian St
513;2;1611;tian ren bei er jie
513;3;1611;Tianrenbeier St
513;2;1635;lian gui nan lu
