CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
507;17;1;A;1;0;1;
507;17;2;A;3;0;2;1
507;17;3;A;7;0;3;2
507;17;8;A;8;0;39;3
507;17;11;A;8;0;126;3
507;17;4;A;8;0;62;3
507;17;6;A;8;0;18;3
507;17;9;A;8;0;49;3
507;17;10;A;8;0;106;3
507;17;5;A;8;0;5;3
507;17;7;A;8;0;30;3
