CID;LID;CLASS;TCD;STCD;STRANSLATION
507;1;A;1;0;大洲
507;1;A;3;0;国家
507;1;A;7;0;一级区域
507;1;A;8;0;二级区域
507;1;L;1;1;高速
507;1;P;1;3;高速公路节点
507;1;P;3;3;服务区
507;1;P;1;1;高速公路立交
507;1;P;3;8;泊车区
507;1;L;3;0;一级路段
