CID;LID;CLASS;TCD;STCD;STRANSLATION
348;1;A;1;0;大洲
348;1;A;3;0;国家
348;1;A;7;0;一级区域
348;1;A;8;0;二级区域
348;1;L;1;3;二级公路
348;1;L;1;4;三级公路
348;1;L;3;0;一级路段
348;1;P;1;10;信号交叉口
348;1;P;1;11;无信号交叉口
348;1;P;1;12;T-型交叉路口
348;1;P;1;6;跨线桥
348;1;P;1;7;下穿道路
348;1;P;1;8;环形交叉口
348;1;P;3;1;隧道
348;1;P;3;37;地名
