CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
503;13;1;A;1;0;1512;
503;13;2;A;3;0;1513;1
503;13;3;A;7;0;1514;2
503;13;9;A;8;0;744;3
503;13;4;A;8;0;685;3
503;13;5;A;8;0;710;3
503;13;12;A;8;0;780;3
503;13;8;A;8;0;738;3
503;13;13;A;8;0;937;3
503;13;11;A;8;0;771;3
503;13;6;A;8;0;724;3
503;13;7;A;8;0;730;3
503;13;10;A;8;0;766;3
