CID;LID;NID;NTRANSLATION
503;2;808;rui jin ting che qu
503;3;808;Ruijin Parking Area
503;2;809;ning du fu wu qu
503;3;809;Ningdu Service Area
503;2;810;ning du dong shou fei zhan
503;3;810;Ningdu E Tollgate
503;2;811;ning du ting che qu
503;3;811;Ningdu Parking Area
503;2;812;huang jin bu shou fei zhan
503;3;812;Huangjinbu Tollgate
503;2;814;long hu shan ting che qu
503;3;814;Longhushan Parking Area
503;2;815;ying tan nan shou fei zhan
503;3;815;Yingtan S Tollgate
503;2;877;hu kun gao su gong lu
503;3;877;Hukun Hwy
503;2;918;G320
503;3;918;G320
503;2;937;nan chang shi
503;3;937;Nanchang
503;2;938;nan chang rao cheng gao su gong lu
503;3;938;Nanchangraocheng Hwy
503;2;944;chang tong gao su gong lu
503;3;944;Changtong Hwy
503;2;945;wan li fu wu qu
503;3;945;Wanli Service Area
503;2;946;X052
503;3;946;X052
503;2;947;zhi min da dao
503;3;947;Zhimin Blvd
503;2;948;feng sheng gao su gong lu
503;3;948;Fengsheng Hwy
503;2;949;ji chang da dao
503;3;949;Jichang Blvd
503;2;950;qi li gang fu wu qu
503;3;950;Qiligang Service Area
503;2;951;X020
503;3;951;X020
503;2;953;de chang gao su gong lu
503;3;953;Dechang Hwy
503;2;954;you lan shou fei zhan
503;3;954;Youlan Tollgate
503;2;956;quan ling fu wu qu
503;3;956;Quanling Service Area
503;2;957;wen zhen dong shou fei zhan
503;3;957;Wenzhen E Tollgate
503;2;958;G316
503;3;958;G316
503;2;959;X030
503;3;959;X030
503;2;960;nan chang nan fu wu qu
503;3;960;Nanchang S Service Area
503;2;963;hou tian shu niu
503;3;963;Houtianshuniu
503;2;964;sheng mi shou fei zhan
503;3;964;Shengmi Tollgate
503;2;967;X049
503;3;967;X049
503;2;968;xiang yun da dao
503;3;968;Xiangyun Blvd
503;2;969;qian hu da dao
503;3;969;Qianhu Blvd
503;2;972;nan si you hao lu
503;3;972;Nansiyouhao Rd
503;2;973;lei gong ao fu wu qu
503;3;973;Leigongao Service Area
503;2;974;lu shan nan da dao
503;3;974;Lushan South Blvd
503;2;977;yu ping dong da jie
503;3;977;Yuping East Ave
503;2;978;ying xiong da dao
503;3;978;Yingxiong Blvd
503;2;982;X059
503;3;982;X059
503;2;983;Y934
503;3;983;Y934
503;2;984;dong xiang fu wu qu
503;3;984;Dongxiang Service Area
503;2;987;jing tou xiang
503;3;987;Jingtou Ln
503;2;988;xiao fang
503;3;988;Xiaofang
503;2;990;S101
503;3;990;S101
503;2;993;ying bin zhong da dao
503;3;993;Yingbin Middle Blvd
503;2;996;lian tang nan da dao
503;3;996;Liantang South Blvd
503;2;999;fu shan da dao
503;3;999;Fushan Blvd
503;2;1000;cheng hu bei da dao
503;3;1000;Chenghu North Blvd
503;2;1001;hui ren da dao
503;3;1001;Huiren Blvd
503;2;1002;zhen xing da dao
503;3;1002;Zhenxing Blvd
503;2;1003;ying bin bei da dao
503;3;1003;Yingbin North Blvd
503;2;1006;chang nan da dao
503;3;1006;Changnan Blvd
503;2;1007;san dian xi lu
503;3;1007;Sandian West Rd
503;2;1010;he fang xi lu
503;3;1010;Hefang West Rd
503;2;1011;fu he nan lu
503;3;1011;Fuhe South Rd
503;2;1014;guan ying lu
503;3;1014;Guanying Rd
503;2;1015;jian she lu
503;3;1015;Jianshe Rd
503;2;1018;hong cheng lu
503;3;1018;Hongcheng Rd
503;2;1021;fu he zhong lu
503;3;1021;Fuhe Middle Rd
503;2;1022;zhan qian xi lu
503;3;1022;Zhanqian West Rd
503;2;1023;chao yang zhou zhong lu
503;3;1023;Chaoyangzhou Middle Rd
503;2;1024;fu he bei lu
503;3;1024;Fuhe North Rd
503;2;1027;ru zi xi lu
503;3;1027;Ruzi West Rd
503;2;1028;zhong shan lu
503;3;1028;Zhongshan Rd
503;2;1029;min de lu
503;3;1029;Minde Rd
503;2;1032;die shan lu
503;3;1032;Dieshan Rd
503;2;1033;yang ming lu
503;3;1033;Yangming Rd
503;2;1036;yan jiang bei da dao
503;3;1036;Yanjiang North Blvd
503;2;1039;xiang shan bei lu
503;3;1039;Xiangshan North Rd
503;2;1040;su pu lu
503;3;1040;Supu Rd
503;2;1041;ba yi da dao
503;3;1041;Bayidadao
503;2;1042;yang ming dong lu
503;3;1042;Yangming East Rd
503;2;1045;hong du bei da dao
503;3;1045;Hongdu North Blvd
503;2;1048;guo wei lu
503;3;1048;Guowei Rd
503;2;1049;qing shan hu sui dao
503;3;1049;Qingshanhu Tunl
503;2;1052;shang hai bei lu
503;3;1052;Shanghai North Rd
503;2;1055;qing shan hu da dao
503;3;1055;Qingshanhu Blvd
503;2;1058;X035
503;3;1058;X035
503;2;1059;lian tang bei da dao
503;3;1059;Liantang North Blvd
503;2;1060;xiang yang lu
503;3;1060;Xiangyang Rd
503;2;1061;lian tang zhong da dao
503;3;1061;Liantang Middle Blvd
503;2;1064;nan lian lu
503;3;1064;Nanlian Rd
503;2;1067;guang zhou lu
503;3;1067;Guangzhou Rd
503;2;1068;jing gang shan da dao
503;3;1068;Jinggangshan Blvd
503;2;1069;hong du nan da dao
503;3;1069;Hongdu South Blvd
503;2;1070;jie fang xi lu
503;3;1070;Jiefang West Rd
503;2;1071;zhan qian lu
503;3;1071;Zhanqian Rd
503;2;1074;yong shu lu
503;3;1074;Yongshu Rd
503;2;1077;ru zi dong lu
503;3;1077;Ruzi East Rd
503;2;1078;fu zhou lu
503;3;1078;Fuzhou Rd
503;2;1079;nan jing xi lu
503;3;1079;Nanjing West Rd
503;2;1082;gan jiang zhong da dao
503;3;1082;Ganjiang Middle Blvd
503;2;1083;hong gu zhong da dao
503;3;1083;Honggu Middle Blvd
503;2;1084;feng huang bei da dao
503;3;1084;Fenghuang North Blvd
503;2;1085;die zi hu da dao
503;3;1085;Diezihu Blvd
503;2;1086;huang jia hu dong lu
503;3;1086;Huangjiahu East Rd
503;2;1089;kong mu hu da jie
503;3;1089;Kongmuhu Ave
503;2;1090;feng lin da dao
503;3;1090;Fenglin Blvd
503;2;1093;shuang gang dong da jie
503;3;1093;Shuanggang East Ave
503;2;1094;lu shan zhong da dao
503;3;1094;Lushan Middle Blvd
503;2;1097;lu shan bei da dao
503;3;1097;Lushan North Blvd
503;2;1100;jia yan lu
503;3;1100;Jiayan Rd
503;2;1101;chang zheng xi lu
503;3;1101;Changzheng West Rd
503;2;1104;xing guo lu
503;3;1104;Xingguo Rd
503;2;1105;chang mai nan lu
503;3;1105;Changmai South Rd
503;2;1106;jie fang lu
503;3;1106;Jiefang Rd
503;2;1107;chang zheng dong lu
503;3;1107;Changzheng East Rd
503;2;1110;yi yuan lu
503;3;1110;Yiyuan Rd
503;2;1113;feng huang zhong da dao
503;3;1113;Fenghuang Middle Blvd
503;2;1116;feng he zhong da dao
503;3;1116;Fenghe Middle Blvd
503;2;1121;cui yuan lu
503;3;1121;Cuiyuan Rd
503;2;1122;hui zhan lu
503;3;1122;Huizhan Rd
503;2;1123;lv yin lu
503;3;1123;Lvyin Rd
503;2;1124;lu shan nan da dao fu lu
503;3;1124;Lushan South Blvd Side Rd
503;2;1125;feng he bei da dao
503;3;1125;Fenghe North Blvd
503;2;1127;jing gang shan da dao fu lu
503;3;1127;Jinggangshan Blvd Side Rd
503;2;1128;jiang xi xin dong fang peng ren xue yuan
503;3;1128;Jiangxixindongfangpengrenxueyuan
503;2;1131;xue fu nan da dao
503;3;1131;Xuefu South Blvd
503;2;1132;guo ti da dao
503;3;1132;Guoti Blvd
503;2;1135;yan jiang nan da dao
503;3;1135;Yanjiang South Blvd
503;2;1136;fu sheng nan lu
503;3;1136;Fusheng South Rd
503;2;1137;tao hua nan lu
503;3;1137;Taohua South Rd
503;2;1138;jin sha er lu
503;3;1138;Jinshaer Rd
503;2;1139;jin sha da dao
503;3;1139;Jinsha Blvd
503;2;1142;hang kong lu
503;3;1142;Hangkong Rd
503;2;1143;bo lan bei lu
503;3;1143;Bolan North Rd
503;2;1144;gao xin nan da dao
503;3;1144;Gaoxin South Blvd
503;2;1147;chang dong da dao
503;3;1147;Changdong Blvd
503;2;1148;li ming lu
503;3;1148;Liming Rd
503;2;1151;X002
503;3;1151;X002
503;2;1154;shun wai lu
503;3;1154;Shunwai Rd
503;2;1155;ai xi hu nan lu
503;3;1155;Aixihu South Rd
503;2;1158;zi yang da dao
503;3;1158;Ziyang Blvd
503;2;1159;ai xi hu bei lu
503;3;1159;Aixihu North Rd
503;2;1162;fu da you lu
503;3;1162;Fudayou Rd
503;2;1165;you an lu
503;3;1165;Youan Rd
503;2;1168;tian xiang da dao
503;3;1168;Tianxiang Blvd
503;2;1174;S101 zhi de chang gao su gong lu
503;3;1174;S101 to Dechang Hwy
503;2;1179;fu sheng lu
503;3;1179;Fusheng Rd
503;2;1182;tao hua lu
503;3;1182;Taohua Rd
503;2;1185;da shi chang dong lu
503;3;1185;Dashichang East Rd
503;2;1188;hong du zhong da dao
503;3;1188;Hongdu Middle Blvd
503;2;1191;shang hai nan lu
503;3;1191;Shanghai South Rd
503;2;1194;qing shan hu nan da dao
503;3;1194;Qingshanhu South Blvd
503;2;1197;jie fang dong lu
503;3;1197;Jiefang East Rd
503;2;1198;jing dong nan da dao
503;3;1198;Jingdong South Blvd
503;2;1201;luo gang lu
503;3;1201;Luogang Rd
503;2;1202;feng he nan da dao
503;3;1202;Fenghe South Blvd
503;2;1203;xue fu da dao
503;3;1203;Xuefu Blvd
503;2;1206;xi zhan da jie
503;3;1206;Xizhan Ave
503;2;1209;ba yue hu lu
503;3;1209;Bayuehu Rd
503;2;1210;yun fei lu
503;3;1210;Yunfei Rd
503;2;1211;jiu zhou da jie
503;3;1211;Jiuzhou Ave
503;2;1212;shui chang lu
503;3;1212;Shuichang Rd
503;2;1213;yan jiang zhong da dao
503;3;1213;Yanjiang Middle Blvd
503;2;1214;zhong shan xi lu
503;3;1214;Zhongshan West Rd
503;2;1215;min de xi lu
503;3;1215;Minde West Rd
503;2;1216;teng wang ge sui dao
503;3;1216;Tengwangge Tunl
503;2;1219;qi feng lu
503;3;1219;Qifeng Rd
503;2;1222;ying xiong da qiao
503;3;1222;Yingxiong Brg
503;2;1225;tang shan jie
503;3;1225;Tangshan St
503;2;1226;gao xin da dao
503;3;1226;Gaoxin Blvd
503;2;1227;jing dong da dao
503;3;1227;Jingdong Blvd
503;2;1237;feng huang nan da dao
503;3;1237;Fenghuang South Blvd
503;2;1240;gan jiang nan da dao
503;3;1240;Ganjiang South Blvd
503;2;1243;gan jiang bei da dao
503;3;1243;Ganjiang North Blvd
503;2;1246;jin jiang lu
503;3;1246;Jinjiang Rd
503;2;1249;huang he lu
503;3;1249;Huanghe Rd
503;2;1250;yang zi zhou lu
503;3;1250;Yangzizhou Rd
503;2;1253;zhu jiang lu
503;3;1253;Zhujiang Rd
503;2;1254;shuang gang nan lu
503;3;1254;Shuanggang South Rd
503;2;1261;chang fu da dao
503;3;1261;Changfu Blvd
503;2;1264;xin jian da dao
503;3;1264;Xinjian Blvd
503;2;1265;wen hua da dao
503;3;1265;Wenhua Blvd
503;2;1268;wen jiao lu
503;3;1268;Wenjiao Rd
503;2;1269;chang mai lu
503;3;1269;Changmai Rd
503;2;1275;guang lan lu
503;3;1275;Guanglan Rd
503;2;1283;gui yuan lu
503;3;1283;Guiyuan Rd
503;2;1284;qing shan bei lu
503;3;1284;Qingshan North Rd
503;2;1285;gong ye da dao
503;3;1285;Gongye Blvd
503;2;1288;hong wan da dao
503;3;1288;Hongwan Blvd
503;2;1295;hong gu bei da dao
503;3;1295;Honggu North Blvd
503;2;1300;huang jia hu xi lu
503;3;1300;Huangjiahu West Rd
503;2;1303;chang xi da dao
503;3;1303;Changxi Blvd
503;2;1306;hai tang nan lu
503;3;1306;Haitang South Rd
503;2;1309;qing lan da dao
503;3;1309;Qinglan Blvd
503;2;1310;yu ping xi da jie
503;3;1310;Yuping West Ave
503;2;1311;feng lin xi da jie
503;3;1311;Fenglin West Ave
503;2;1312;shuang gang xi da jie
503;3;1312;Shuanggang West Ave
503;2;1315;mai yuan lu
503;3;1315;Maiyuan Rd
503;2;1320;hai tang bei lu
503;3;1320;Haitang North Rd
503;2;1323;bai shui hu lu
503;3;1323;Baishuihu Rd
503;2;1326;qing lan lu
503;3;1326;Qinglan Rd
503;2;1329;ying xiong qi lu
503;3;1329;Yingxiongqi Rd
503;2;1332;gong ye yi lu
503;3;1332;Gongyeyi Rd
503;2;1333;jiang xi sheng di san yi yuan
503;3;1333;Jiangxishengdisanyiyuan
503;2;1334;qing shan nan lu
503;3;1334;Qingshan South Rd
503;2;1337;er qi bei lu
503;3;1337;Erqi North Rd
503;2;1340;shu xi lu
503;3;1340;Shuxi Rd
503;2;1343;bei jing dong lu
503;3;1343;Beijing East Rd
503;2;1344;nan jing dong lu
503;3;1344;Nanjing East Rd
503;2;1347;xin xi qiao lu
503;3;1347;Xinxiqiao Rd
503;2;1348;fei yan lu
503;3;1348;Feiyan Rd
503;2;1349;huo ju er lu
503;3;1349;Huojuer Rd
503;2;1350;min qiang lu
503;3;1350;Minqiang Rd
503;2;1351;min feng lu
503;3;1351;Minfeng Rd
503;2;1352;huo ju da jie
503;3;1352;Huoju Ave
503;2;1359;gao xin qi lu
503;3;1359;Gaoxinqi Rd
503;2;1362;jing an lu
503;3;1362;Jing'an Rd
503;2;1367;huo ju san lu
503;3;1367;Huojusan Rd
503;2;1368;dong yuan lu
503;3;1368;Dongyuan Rd
503;2;1371;shang dong cun
503;3;1371;Shangdong Village
503;2;1372;xiao lan da dao
