CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
504;14;1;A;1;0;35555;
504;14;2;A;3;0;35556;1
504;14;3;A;7;0;35790;2
504;14;8;A;8;0;23017;3
504;14;7;A;8;0;22084;3
504;14;14;A;8;0;21233;3
504;14;5;A;8;0;672;3
504;14;11;A;8;0;20284;3
504;14;15;A;8;0;19386;3
504;14;16;A;8;0;18462;3
504;14;6;A;8;0;17441;3
504;14;9;A;8;0;16541;3
504;14;13;A;8;0;15666;3
504;14;4;A;8;0;35791;3
504;14;12;A;8;0;14728;3
504;14;10;A;8;0;13779;3
