CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
502;12;1;A;1;0;79244;
502;12;2;A;3;0;79245;1
502;12;3;A;7;0;79416;2
502;12;4;A;8;0;20321;3
502;12;7;A;8;0;62762;3
502;12;11;A;8;0;62821;3
502;12;9;A;8;0;62790;3
502;12;10;A;8;0;62806;3
502;12;5;A;8;0;7229;3
502;12;8;A;8;0;62778;3
502;12;6;A;8;0;77445;3
502;12;12;A;8;0;62846;3
