CID;LID;NID;NTRANSLATION
511;2;190;xin bu da dao
511;3;190;Xinbu Blvd
511;2;191;hai kou xin bu xiao hua duo you er yuan
511;3;191;Haikouxinbuxiaohuaduoyoueryuan
511;2;193;xin bu da dao zhi hai dian wu dong lu
511;3;193;Xinbu Blvd to Haidianwu East Rd
511;2;194;wan heng lu
511;3;194;Wanheng Rd
511;2;196;yi xin lu
511;3;196;Yixin Rd
511;2;197;yi xin yi heng lu
511;3;197;Yixinyi Rd
511;2;200;hai dian liu dong lu zhi bi hai da dao
511;3;200;Haidianliu East Rd to Bihai Blvd
511;2;201;gang wan lu
511;3;201;Gangwan Rd
511;2;202;shi ji gong yuan san heng lu
511;3;202;Shijigongyuansan Rd
511;2;203;du hai lu
511;3;203;Duhai Rd
511;2;204;tai hua lu
511;3;204;Taihua Rd
511;2;205;tai hua heng lu
511;3;205;Taihua Rd
511;2;206;quan hai hao jia yuan lu
511;3;206;Quanhaihaojiayuan Rd
511;2;207;hong mian xi lu
511;3;207;Hongmian West Rd
511;2;208;hai kou gang ji zhuang xiang ma tou
511;3;208;Haikougang Jizhuangxiang Matou
511;2;209;du juan lu
511;3;209;Dujuan Rd
511;2;210;min sheng xi lu
511;3;210;Minsheng West Rd
511;2;211;zi jing lu
511;3;211;Zijing Rd
511;2;212;min sheng dong lu
511;3;212;Minsheng East Rd
511;2;213;hai tang lu
511;3;213;Haitang Rd
511;2;214;hong mian dong lu
511;3;214;Hongmian East Rd
511;2;215;jin mao xi lu
511;3;215;Jinmao West Rd
511;2;216;hai xiu qiao
511;3;216;Haixiu Brg
511;2;217;wen hua dong lu
511;3;217;Wenhua East Rd
511;2;218;shi mao dong lu
511;3;218;Shimao East Rd
511;2;219;jin mao zhong lu
511;3;219;Jinmao Middle Rd
511;2;220;ming zhu lu
511;3;220;Mingzhu Rd
511;2;221;jin mao dong lu
511;3;221;Jinmao East Rd
511;2;222;guo mao san heng lu
511;3;222;Guomaosan Rd
511;2;223;jin long lu
511;3;223;Jinlong Rd
511;2;224;guo mao lu
511;3;224;Guomao Rd
511;2;225;yu he lu
511;3;225;Yuhe Rd
511;2;226;jin ling lu
511;3;226;Jinling Rd
511;2;227;jin ken lu
511;3;227;Jinken Rd
511;2;228;jin ling hua yuan
511;3;228;Jinlinghuayuan
511;2;229;jin di lu
511;3;229;Jindi Rd
511;2;230;jie fang xi lu
511;3;230;Jiefang West Rd
511;2;231;jie fang dong lu
511;3;231;Jiefang East Rd
511;2;232;guang chang lu
511;3;232;Guangchang Rd
511;2;233;xin hua nan lu
511;3;233;Xinhua South Rd
511;2;234;dong hu lu
511;3;234;Donghu Rd
511;2;235;bo ai nan lu
511;3;235;Boai South Rd
511;2;236;wen ming xi lu
511;3;236;Wenming West Rd
511;2;237;qing nian lu
511;3;237;Qingnian Rd
511;2;238;mei yuan lu
511;3;238;Meiyuan Rd
511;2;239;mei xiang heng lu
511;3;239;Meixiang Rd
511;2;240;xi sha lu
511;3;240;Xisha Rd
511;2;241;da ying lu
511;3;241;Daying Rd
511;2;242;qun shang lu
511;3;242;Qunshang Rd
511;2;243;huan hu lu
511;3;243;Huanhu Rd
511;2;244;dao ke lu
511;3;244;Daoke Rd
511;2;245;hai fu lu er heng lu
511;3;245;Haifuluer Rd
511;2;246;qiong hua bin guan
511;3;246;Qionghuabinguan
511;2;247;zhong dan lu
511;3;247;Zhongdan Rd
511;2;248;gao deng dong lu
511;3;248;Gaodeng East Rd
511;2;249;wen ming bei lu
511;3;249;Wenming North Rd
511;2;251;yi ling
511;3;251;Yiling
511;2;252;hai lan ye feng
511;3;252;Hailanyefeng
511;2;254;S202
511;3;254;S202
511;2;255;X195
511;3;255;X195
511;2;256;hai ma qi che yi chang
511;3;256;Haimaqicheyichang
511;2;257;ya zhou
511;3;257;Asia
511;2;258;zhong guo
511;3;258;China
511;2;259;hai nan sheng
511;3;259;HAINAN
511;2;260;san ya
511;3;260;Sanya
511;2;261;hai nan huan dao gao su gong lu
511;3;261;Hainanhuandao Hwy
511;2;262;mei shan li jiao
511;3;262;Meishan Jct
511;2;263;shui nan
511;3;263;Shuinan
511;2;264;ya cheng hu tong
511;3;264;Yachenghutong
511;2;265;lan hua shi jie
511;3;265;Lanhua World
511;2;266;tian ya hu tong
511;3;266;Tianyahutong
511;2;267;G225
511;3;267;G225
511;2;268;X827
511;3;268;X827
511;2;269;X820
511;3;269;X820
511;2;270;li zhi gou nong chang
511;3;270;Lizhigounongchang
511;2;271;hai an da dao
511;3;271;Haian Blvd
511;2;272;long hai lu
511;3;272;Longhai Rd
511;2;273;ye zhou lu
511;3;273;Yezhou Rd
511;2;274;S314
511;3;274;S314
511;2;275;yu hai lu
511;3;275;Yuhai Rd
511;2;276;tao yuan lu
511;3;276;Taoyuan Rd
511;2;277;feng xiang lu
511;3;277;Fengxiang Rd
511;2;278;feng huang lu
511;3;278;Fenghuang Rd
511;2;279;san ya feng huang guo ji ji chang
511;3;279;Sanya Phoenix Int'l Airport
511;2;280;feng huang ji chang hai hang kuai jie jiu dian
511;3;280;Fenghuangjichanghaihangkuaijiejiudian
511;2;281;jie fang lu
511;3;281;Jiefang Rd
511;2;282;san ya he dong lu
511;3;282;Sanyahe East Rd
511;2;283;li zhi gou lu
511;3;283;Lizhigou Rd
511;2;284;ying bin lu
511;3;284;Yingbin Rd
511;2;285;ying chun lu
511;3;285;Yingchun Rd
511;2;286;xin feng jie
511;3;286;Xinfeng St
511;2;287;yu ya lu
511;3;287;Yuya Rd
511;2;288;hai hong lu
511;3;288;Haihong Rd
511;2;289;san ya wan lu
511;3;289;Sanyawan Rd
511;2;290;xin cheng lu
511;3;290;Xincheng Rd
511;2;291;hui kai hua yuan
511;3;291;Huikaihuayuan
511;2;292;jin ji ling jie
511;3;292;Jinjiling St
511;2;293;shun yang ji dong che zong he xing neng jian ce zhan
511;3;293;Shunyangjidongchezonghexingnengjiancezhan
511;2;294;you yi jie
511;3;294;Youyi St
511;2;295;ji xiang jie
511;3;295;Jixiang St
511;2;296;guang ming jie
511;3;296;Guangming St
511;2;297;ya tai guo ji hui yi zhong xin wang qiu chang
511;3;297;Yataiguojihuiyizhongxinwangqiuchang
511;2;298;san ya wan xin cheng xiu xian hui suo
511;3;298;Sanyawanxinchengxiuxianhuisuo
511;2;299;hui xin xiang
