CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
508;18;1;A;1;0;248829;
508;18;2;A;3;0;248830;1
508;18;3;A;7;0;249788;2
508;18;2907;A;8;0;263319;3
508;18;2915;A;8;0;263594;3
508;18;157;A;8;0;20511;3
508;18;1222;A;8;0;199290;3
508;18;2914;A;8;0;263584;3
508;18;2912;A;8;0;263557;3
508;18;2911;A;8;0;263549;3
508;18;2908;A;8;0;263527;3
508;18;2910;A;8;0;263544;3
508;18;155;A;8;0;141471;3
508;18;2913;A;8;0;263569;3
508;18;2909;A;8;0;263535;3
