CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
494;4;1;A;1;0;11400;
494;4;2;A;3;0;11401;1
494;4;3;A;7;0;11402;2
494;4;8;A;8;0;12359;3
494;4;9;A;8;0;12392;3
494;4;10;A;8;0;12410;3
494;4;6;A;8;0;12340;3
494;4;13;A;8;0;12461;3
494;4;12;A;8;0;12446;3
494;4;11;A;8;0;12426;3
494;4;4;A;8;0;275;3
494;4;5;A;8;0;5554;3
494;4;7;A;8;0;12358;3
