CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
505;15;1;A;1;0;993;
505;15;2;A;3;0;994;1
505;15;3;A;7;0;1274;2
505;15;6;A;8;0;966;3
505;15;8;A;8;0;2391;3
505;15;4;A;8;0;1275;3
505;15;5;A;8;0;957;3
505;15;7;A;8;0;978;3
