CID;TABCD;LCD;ALLOCATED
509;19;287;0
509;19;288;0
509;19;289;0
509;19;290;0
509;19;291;0
509;19;292;0
509;19;293;0
509;19;294;0
509;19;295;0
509;19;296;0
509;19;297;0
509;19;298;0
509;19;299;0
509;19;300;0
509;19;301;0
509;19;302;0
509;19;303;0
509;19;304;0
509;19;305;0
509;19;306;0
509;19;307;0
509;19;308;0
509;19;309;0
509;19;310;0
509;19;311;0
509;19;312;0
509;19;313;0
509;19;314;0
509;19;315;0
509;19;316;0
509;19;317;0
509;19;318;0
509;19;319;0
509;19;320;0
509;19;321;0
509;19;322;0
509;19;323;0
509;19;324;0
509;19;325;0
509;19;326;0
509;19;327;0
509;19;328;0
509;19;329;0
509;19;330;0
509;19;331;0
509;19;332;0
509;19;333;0
509;19;334;0
509;19;335;0
509;19;336;0
509;19;337;0
509;19;338;0
509;19;339;0
509;19;340;0
509;19;341;0
509;19;342;0
509;19;343;0
509;19;344;0
509;19;345;0
509;19;346;0
509;19;347;0
509;19;348;0
509;19;349;0
509;19;350;0
509;19;351;0
509;19;352;0
509;19;353;0
509;19;354;0
509;19;355;0
509;19;356;0
509;19;357;0
509;19;358;0
509;19;359;0
509;19;360;0
509;19;361;0
509;19;362;0
509;19;363;0
509;19;364;0
509;19;365;0
509;19;366;0
509;19;367;0
509;19;368;0
509;19;369;0
509;19;370;0
509;19;371;0
509;19;372;0
509;19;373;0
509;19;374;0
509;19;375;0
509;19;376;0
509;19;377;0
509;19;378;0
509;19;379;0
509;19;380;0
509;19;381;0
509;19;382;0
509;19;383;0
509;19;384;0
509;19;385;0
509;19;386;0
509;19;387;0
509;19;388;0
509;19;389;0
509;19;390;0
509;19;391;0
509;19;392;0
509;19;393;0
509;19;394;0
509;19;395;0
509;19;396;0
509;19;397;0
509;19;398;0
509;19;399;0
509;19;400;0
509;19;401;0
509;19;402;0
509;19;403;0
509;19;404;0
509;19;405;0
509;19;406;0
509;19;407;0
509;19;408;0
509;19;409;0
509;19;410;0
509;19;411;0
509;19;412;0
509;19;413;0
509;19;414;0
509;19;415;0
509;19;416;0
509;19;417;0
509;19;418;0
509;19;419;0
509;19;420;0
509;19;421;0
509;19;422;0
509;19;423;0
509;19;424;0
509;19;425;0
509;19;426;0
509;19;427;0
509;19;428;0
509;19;429;0
509;19;430;0
509;19;431;0
509;19;432;0
509;19;433;0
509;19;434;0
509;19;435;0
509;19;436;0
509;19;437;0
509;19;438;0
509;19;439;0
509;19;440;0
509;19;441;0
509;19;442;0
509;19;443;0
509;19;444;0
509;19;445;0
509;19;446;0
509;19;447;0
509;19;448;0
509;19;449;0
509;19;450;0
509;19;451;0
509;19;452;0
509;19;453;0
509;19;454;0
509;19;455;0
509;19;456;0
509;19;457;0
509;19;458;0
509;19;459;0
509;19;460;0
509;19;461;0
509;19;462;0
509;19;463;0
509;19;464;0
509;19;465;0
509;19;466;0
509;19;467;0
509;19;468;0
509;19;469;0
509;19;470;0
509;19;471;0
509;19;472;0
509;19;473;0
509;19;474;0
509;19;475;0
509;19;476;0
509;19;477;0
509;19;478;0
509;19;479;0
509;19;480;0
509;19;481;0
509;19;482;0
509;19;483;0
509;19;484;0
509;19;485;0
509;19;486;0
509;19;487;0
509;19;488;0
509;19;489;0
509;19;490;0
509;19;491;0
509;19;492;0
509;19;493;0
509;19;494;0
509;19;495;0
509;19;496;0
509;19;497;0
509;19;498;0
509;19;499;0
509;19;500;0
509;19;501;0
509;19;502;0
509;19;503;0
509;19;504;0
509;19;505;0
509;19;506;0
509;19;507;0
509;19;508;0
509;19;509;0
