CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
496;6;1;A;1;0;1;
496;6;2;A;3;0;2;1
496;6;1207;A;7;0;1178;2
496;6;8477;A;8;0;7523;1207
496;6;3;A;8;0;1179;1207
