CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
499;9;1;A;1;0;6274726;
499;9;2;A;3;0;6274727;1
499;9;3;A;7;0;6274728;2
499;9;7;A;8;0;3557021;3
499;9;12;A;8;0;5658438;3
499;9;16;A;8;0;6330352;3
499;9;4;A;8;0;2866115;3
499;9;9;A;8;0;1959853;3
499;9;5;A;8;0;1525767;3
499;9;13;A;8;0;6330325;3
499;9;11;A;8;0;6302166;3
499;9;6;A;8;0;872542;3
499;9;14;A;8;0;559921;3
499;9;15;A;8;0;6330335;3
499;9;10;A;8;0;4565438;3
499;9;8;A;8;0;4258107;3
